id,accountId,puuid,name,profileIconId,revisionDate,summonerLevel
FcpH_fJoyD6WPOoQ8BadjcDmCBbgOUCbasxcjM-PHgwZ0-o,IutwwSCV-NMghRjSB0HJHVCzhgeoxR-NATQZoAcNDNLJCPfwrYHl004_,ud5N8ammIeetN40JW3p8c184IJwBfFqZ4xD5wFIH0NObrVzXZ6RTg27cxO_DX4YbED2KhIAfD_9YBg,열심히해볼생각,5184,1641871773000,208
n-KeuA9Azn0zbCvkG4YitAodrsLrQ2Gni3u2sPh_oWOTbRQB7tGyrO9HAg,3nAlUyL5Tv5GvKzeF58D9rhNJuM2zInw4sOB1U33bxpOq-LLhpDPlEaK,8LfbezXXxDVxptfmy7Tug4GhNHm10G1-r5LJmUuurLbqjmPVF-QmFbYhKD6u-e93vW1DoNWB-K4nEQ,남장구,5213,1642087794000,198
R1GF-N5uVvzFshdsdf7PLddTojgJQoUcu395X51Yl3OB5j6rTaY8BMy0Lg,si2JWkcTpxYIVm8xA0NDJI10AZ_7c9frkp8J_R8UWgA7cG9uVmXSGYoo,l9B7005A5dAZND4LlBQtSKjt3KJB5wI9DQzFZsKyhP43bNZ8AJhVwt0oObN5jBsW-pUa0dLFMzyzGg,ClearLove9,907,1641961300000,56
RtV9luI2jMwcEd7t8Sej24BINlpCxC0lbr8OyyjCKZyIWro,I6UQzNsAIjBY1uqZxkfxYg3mL4haWI2ne4XvSxcBHDNlkB-KZ8uffDhq,g2EiQWgwOcAwGNA6s6VDcqtvuZlwKE-w5MitPhnEIvrcHrZ5hTjXD03jI2Gp11kTQ6kfg6w_EEG22Q,Juhana,4755,1642251939610,621
Ni-P_iFmpydYw7WwREegedJKrLSkgQgHTKEdD0wtTqaIAas,tNrsgrVlq2yIMbMGQdIkqShEAHEVltDMZBArXMWO44YCXOg,FUAO938A2vS6VmiNeuSPD8QhEU0Ho0QCE7bvQfz9OlZlrys77nfiLEDg6-QvxFSaQPorjPwXVTS0OQ,jkjkjkjkk,933,1641633146000,782
5hKTxh3QBBe1kHAKSbHtBuBxlZixgT7AX97s5Dbhfxnwux3Aciatd9jFJA,cZybTiUXHQepccZWsb--pAYlSIT-UldYqyVeh7CbhSgGsPcXRZ4MCgis,YD6e_K1_CQZnQMIGIN_fxOAYFRv_81ldsu6vl3QY6VCvo1uh99D92cO-wvwKWomNKt-5UF9CF_K0ow,jrejke,4,1641628517000,45
3FrLW8UyKweddHV8pwHYr4qnC2YYWYavdU4jlwM4jcfK4-fC4JbTE6A3WA,l229yJHmrd3BojIVMh-bJv8rPhOYGDjR_WqVfAyXvPrfU1pzJIWM6IdF,pXYH_nKZHZzNLci8lGmQ443EQvhIdeQvUUnZ-f0TUqagClm_4ucUALdgIk5thPX9aKu-fXkVkHNXOA,꽃바다인질,5063,1641982037000,84
QfKv2xXDZEly8eE8IuqAZxk9-UZx1t9PtmMeNazBlx6ywqAZtFCAiMT34Q,CXPUKDYyArTf5hF6HCNWtnA4R6cHsZGyj5xn7O1DMOex1LKjo5T43nx1,IY4yw-k1acd8RCzxZaN8_6tCMUyuXPpQkE2rVgbEXNa77SSho3RGRRFkhgrHiyLPLw3--mE2xUrbyQ,JUNGIE GOD 12,29,1642209588411,117
q0fFrc7Ge9IlT_8WqbphodlK-JYkrxj_2Q-1E2vI4SKOE_3TAyafV9OZ-A,7lRpEe712ablTT9L9kqVozO_6vtr82a5k9wca2FXgDXqKNb-oWrAZWMW,L031bF5ygG_IZJuFVit9HoHe_k17VLLarepITYp3iqVK_xjUT1ANW9mSKbdoTKOXmooHrBKzR0ZE1A,123344,5212,1641474138226,174
bR0q_B2IYhvrIUlgxAm_OwchIFVT1sTN5KSRRbG6uYrhZK0,zmKhtFOaRz6ZMiar3zaKv4mnIn6n8bTQu68oxDw-nJZVug4,7l4ZoS-6zL21HA7HybUbg46OGo3eEHTMELis8JTAlPOvIffRGPDwajiTxa-qOij8ihi14KdF4GONvQ,Crulser,552,1642211037074,680
H_hUYIVCsRAg_UiO6WIToQwvdRNJHypxX0o-nKVLbtUnBDo,4FFKZULv9dW8lXJMLal-u1M2lD-qSxR_NRLCuHcFNy6lht4,IomdZyDS4ao6kkSbtAE80iPT2vT6d9gK0T2RkJelZ4m9nZAOZ4eHQhiUcUADtGxxfm5uaIBz03SFWg,Migung,4022,1642060799740,655
mXv8unozmscsLz1K95xGlQYX_659QOoUoTzFx-Uh9beKmAf9-2hdjSSOKw,You_Tj4q0SHdEdSphSfX5s0SwkAQVVdhd8T6MTWpfk4XGFoRfyZFWrbN,WgnoUTCKZApHX55Lx89-hghvM47mfnCKgMCRFWhIEFMGPz49isAMIuY8Ekz_0SUBjzun1rQ6EyrCOg,2639450511967776,1116,1642108508000,112
T75TxjtT67OljswlSETeH56iyDRjmSRBl3rtQL-Gb4MIyy5jj4y7gCLfZg,mj0p928uxYNYKXl2uk3MTrvy72drWxJzQWCqpLn40qUcg42uE8fo2UDz,MGURRTV6lC6pLk0OYLOooYXAwW2wr1TKztTCVMAsjdxdHdke_eOyw69RBEHZoVxNiCeH2vyqP89mWw,xbxtb,3890,1642142336000,60
ojVMNWgzBrKPPEiDtNuOglxB4KG83_KTDaw0sh2hR7oca5D_Z2thbEzvSg,F5ydjec4U_ExKvp6u7VMe-uuL2zO0hjCV8Z5O0ZlqfqNFxxBLmgPn6Gc,6XS9WLJEN9MPMclyn8LMzjxkF7ts1wF4v0fMyWwV6bF8quU8NaDUvOF8zSYGIyvCHMRc-7Fcxh_zFQ,Ahnananananan,7,1641993110000,73
rnDmfxjm8GyrebPqZxXXoqBRXlME8M26QGWDept_FoIQRHBT6V6h9vRYDg,b-i20lIMmPopNlfarzgGUrK_XbKg7ujxnx689isdj3P0KhAl-5S6Xxhf,YXbl-Gfv9t2Xkl6FGu_20-EMLNhTj-JEyRmiPMcdvgugMGYHyYZocEL9CucARuJBl9KFbyo5UjPS1g,yunqigame,3837,1642156384000,133
CdhSW34UKDcUDvgdr-cWcy33rHld9kIUMNnzYtGpPsW9Anpb,K0FXL6wCo5baxdf7erDS1CEzn0DNk_qugA-hYQ5S-bPwC2JoSd45u1_R,JJrzVR5Ezbnpb7xShaPZEepQYys4ed44S_7emmQMHhzgrzdNgMh4OjGNkvtPVtsJIDM7qicIlMyddA,Pier0,906,1641667391739,265
4Sdjvi2D-qy32MynsFgqfnNwM4Qy21urOcmRird4koTcAw,hLE5XFBeA74ZqoXzCkWD5nMlc0cqT9cYpGGQ8_7GevLI,KCS17aSM8Bj427etmmWl9JjDMzlO8qrDINhY1LKXYXnBx-GkFnyLIhowG4luIIPhY0j8vvzihWhvog,No longer love,5187,1642168698727,634
VJb2Sf-udRlYiU0BnhbfR9KHYYneY4pYJyLqtKAOpJg8Xyc,ZMA33fWMxLplhsx5Mm--_Up43GqCvMLWWlJ9-wTkdlQeqRk,OajWQZ_8gi0GQgTCrCS8UXG7iUhE00vFNXqflZ8CrtOxZ6-p4h8db7NYzgzow2Vtd8h6LTsqYKuG-Q,은가뉴,5026,1642246375181,273
61Er98-70VgNVtYxHGc9-0Le0vc_t_envhHUJVudlJefqec,GlcTFVqQlh-9Djdu0gaxOrzraGTqTlHHzXYIhcuE6bwRn8I,nwQeUekrZm52dnaRnGEWHTpy5DngLUEYWi6gGW8PF6GrfYB5lfJ_rmxsDaSNGUBeqLs0R6EnJbnJtg,xbtb,5212,1641469940412,135
I9tjMZB33i71cBN5Pe62ZfSZ19PLB5R7TwrZDzCJO7nBJ3JritcyPPLpiQ,xBzBtXfDwRPXiFEEP_umIyyV6p8IPSWsl4DEz-I_LH1G6I3qlPXqpTIB,FmgIXXY7k-qdrmSL6HElIoqBPwksU6rselSC_MW8B8aMRevieelrv3rts9ybuS1QwdMvrLPSNT_kjA,2654323398329888,5096,1642108582000,196
rXdJomFjya0oiYhuXXBW4HntIgZQV0rJOjNEYQ2OCpvjZNs,rQesPDJgBRxWZCojg3VZ60eD-7rCZ-dwFCxq_KWdONja1dw,Kp97TRsJucxwetTbMaFEbHRNfhvduSAGcqQAuUnzkKGIqk7LGoeltKjJ9R5GgUOVOfxG5wi9yKrNVw,버기해적단 버기,4568,1641454174711,191
qLMvmWMmnJRKGP--xIt4_OM-KRyAnPYz_Sl3XjIP4-WfkXI,LN0h3B2BtxZ41fDCSpuX77QVQ3yC0a4MVrjqkw1_HEAU6UU,MF6JZMMx9oust1myn_j3jJ9aE9ZzO_0Tpgijl5sUgd8fMLMTw5Jlo1ZnVkMOQZwrqLfjHBK0rYZO_Q,kai xin xiao zi,7,1641960389000,235
8qlsrn0rtKNgQI1uxRGB0Z-HTu3fQMxbfbroKTooqZHO6KDNSWdCL4ieww,fIsXz_awl7CLdUUgkMYZjKjyf0ohLlNgrF9gkyoKDW-fRQwy1R_QvbSU,3k4T5SIvhYin679pHNuOjymYWa75oZH-_J_Gu9DpdRmaeMqrfyUR-XOcGTdoz-LYUFfO7Y6Yvl5J4Q,kimchi warrior12,4025,1641439802000,81
w8TyD3tQ9pUTv60nxx3Z8RDF64Ak1Yx_B3oVzDN_wQjxGd0MjEPManjEZg,CkcMhAGlmbttkYZ7BYmK_0j10wIlS7Fi707wgPhfVWAHKtuVgEllN55O,UH_eqaBuUDNF3OgkgvUT2VqEPOA_wa8XCzOgAPX6Qf1dZ1k_vJtNIMXF4XtXbKB0IeP5B1XxhAqL-A,일찍 잠자리에 ,5212,1640910359000,178
mNNMQIPuUowFGz7xFqQy8dsJCdaZ-97EsW93kKJHgvneXm0,njXjpqFV1zF37m212WmwNlNFNwROHxIb1_TtlHYJV2AvN4eufBN-ruPt,MePTx8W9Ms29fgwXGfx7IY9YAL6XXYcly-IJDPjWLEWt-u7NF-jiO9ozrPKSpoaWwfa7PB1oEtbzhw,개미1,4053,1641740733000,157
PPk2K0adhdoZjU2-mwQxByeBTWYEN93LQjcETNmj0bBQaDUcT4r4rkHWrw,-q_Ouz890bE9ojlNmzmDvgx5uTdfKkdFXr2arvb34br93Fm4mPLlocWd,rkJBwgd9oSum4VJ4wjWVuNmrzONhl-6o43KZybPuft3jKdSxX-D0Ibkd45GgarMMs3ylBm6xE7obmA,xingluo,22,1641892825000,166
US8xLdiGgIO9ou-Lb5RRhhzUcDCDeyXNekaneDnRGLqB-J8fV4PD9ZdWDQ,0rG--pZlKdGgwKIBRwGSLG-ZbbT7QD-t2UA_2K7Fm4Lo0W7IYNb_W0c6,qK1vXSlVL971oDXI6DiZpuHcKBh3DMcMfsheALMw6s-eUl-GCKPhn-4pCg_M5If1794VkSsKsomrhg,호감 에서 나오다,3,1640931057000,115
hxdkwZVnsoLamVqv-kGYVjwBvDFilZ0jRJseJEitA8tjuYs,0FCpt-X8m1zc5sHbmq5XDFiT9OSohAwWoXuHSA9dUMdQiNY,hUo6jZupiYUo6wt7VjR5QX1rIsJ3iKlqFtEnmhDsPjFiRAHO_fcZjBa-2lwF4JpFEOwKTQ8Gkkpa0A,레넥톤 장인,4980,1642189974308,561
WakCm6xEWl6hQOme0MdrngcJLcLL_mJFxVPlniNuqhGtabWbXYJsK30law,ReyMJlcDR2uQn7jqeKt6vO2HYE6TxGKqtXbS-_JWLYkOVm1NeHSbpAYx,UGWtFW_w9gJQ8rP-Y4OnodyaHRSoU3o3wQ3o4Y_xibXPNXIEf9jaLbDkud4Z2f4gozxRaHFfiBVsxA,재훈이의모햄,3867,1642172861070,74
qWQfrJB1eLxypaKc-JTBigoMbdQ4NVlUEzHUXsEJlFss7IQX7bhCplSetQ,GwABC6vxWUL0-TYxRT6IQaiYnWpH-J5I0JG9pIlb2tSoTbe7tWn6K2wZ,oks0-6oN6LrmhIXfpa0uq9qI8iisn5S9vgtTzBfGJ5O8iK9WAw6JUNBR5CU1xF_kFRj0ywTA4Sw0wg,땅에 묻히다,5067,1641862829000,90
